name,id,genres,followers,popularity,spotify_url
Werenoi,3YBJLs7RqR0aPGBgU27nDh,"french hip hop, pop urbaine",1094689,75,https://open.spotify.com/artist/3YBJLs7RqR0aPGBgU27nDh
Hotline TNT,5DDuwU1X2Aqdp3CxfXstRe,"brooklyn indie, grungegaze, new york shoegaze, slacker rock",18583,33,https://open.spotify.com/artist/5DDuwU1X2Aqdp3CxfXstRe
FEWS,0UAwcG0xu1yFjVknsEV4mu,"malmo indie, swedish garage rock",12819,18,https://open.spotify.com/artist/0UAwcG0xu1yFjVknsEV4mu
Art Of Fighters,04k0n1Rcz2MxqvZfioAOTE,"dark hardcore, happy hardcore, hardcore techno",38765,31,https://open.spotify.com/artist/04k0n1Rcz2MxqvZfioAOTE
Cheb Boulboul,7bKqtCcZWpR4Kqy0V8AhYk,"deep rai, rai",46962,29,https://open.spotify.com/artist/7bKqtCcZWpR4Kqy0V8AhYk
Gina G,25tu0d8Po5c4IVXsZnXUU8,"bubblegum dance, eurodance, europop, hip house, talent show",29598,38,https://open.spotify.com/artist/25tu0d8Po5c4IVXsZnXUU8
Elji Beatzkilla,04EppuwbkCAhuLAVvYbqDJ,"kizomba, kizomba cabo-verdiana, urban kiz",33687,48,https://open.spotify.com/artist/04EppuwbkCAhuLAVvYbqDJ
Fast Eddie,19slOlozrbxkEIMD8L3Qsv,"acid house, chicago house, chicago rap, classic house, hip house",10893,35,https://open.spotify.com/artist/19slOlozrbxkEIMD8L3Qsv
FM Skyline,78eLUMRVVuDlDgcvYCYDCf,"future funk, hardvapour, utopian virtual, vaporwave",10740,32,https://open.spotify.com/artist/78eLUMRVVuDlDgcvYCYDCf
Sean Schafianski,5fmLdsqNwxIS9Z32uUk9i7,scorecore,8183,27,https://open.spotify.com/artist/5fmLdsqNwxIS9Z32uUk9i7
Hairitage,6Cqy862jSCV7qdNrCDqvNK,dubstep,33491,44,https://open.spotify.com/artist/6Cqy862jSCV7qdNrCDqvNK
Barcode Brothers,11lfQgLbVZRnR7tbtAnzhk,"bubble trance, bubblegum dance, danish electronic, eurodance",20859,43,https://open.spotify.com/artist/11lfQgLbVZRnR7tbtAnzhk
Sopik,0uiVxrM68v5NoVFPQshjtm,"dark techno, german dark minimal techno, ukrainian electronic",7473,32,https://open.spotify.com/artist/0uiVxrM68v5NoVFPQshjtm
Aikakone,0NAdOnNnbIceBrlIVgNSxv,"classic iskelma, finnish dance pop, finnish pop, iskelma, suomi rock",11175,33,https://open.spotify.com/artist/0NAdOnNnbIceBrlIVgNSxv
4x4,15YwTNQbCiTuFOK62K7Wgu,"azonto, hiplife",21004,27,https://open.spotify.com/artist/15YwTNQbCiTuFOK62K7Wgu
Allen Hinds,3GxEPmRiVDifXYi0mswBAK,"deep jazz fusion, metal guitar, progressive jazz fusion",8006,17,https://open.spotify.com/artist/3GxEPmRiVDifXYi0mswBAK
Catherine Russell,7j46Sze6UWb7p41IqcYFAp,contemporary vocal jazz,28099,49,https://open.spotify.com/artist/7j46Sze6UWb7p41IqcYFAp
Gent & Jawns,3NmuArRqqfxT4rvFSgb0cx,"arab trap, electronic trap, moombahton",30428,28,https://open.spotify.com/artist/3NmuArRqqfxT4rvFSgb0cx
Andy Narell,5lFXWUhnMLnuubYAtgKKXa,steelpan,5793,19,https://open.spotify.com/artist/5lFXWUhnMLnuubYAtgKKXa
Deb Talan,7tFFagB7kjwoCTP3QMlzJD,"boston folk, ectofolk",13719,48,https://open.spotify.com/artist/7tFFagB7kjwoCTP3QMlzJD
Brodequin,0QqpR7yMvfjGjMy4Ite5i5,"brutal death metal, deathgrind, goregrind, grindcore, tennessee metal",14277,25,https://open.spotify.com/artist/0QqpR7yMvfjGjMy4Ite5i5
Keith Lancaster,79WVHfPz6NehWubOqTV5w3,christian a cappella,11512,36,https://open.spotify.com/artist/79WVHfPz6NehWubOqTV5w3
Takashi Kokubo,3d3z3hJtZFWkkoDgnF9WX1,j-ambient,25405,27,https://open.spotify.com/artist/3d3z3hJtZFWkkoDgnF9WX1
The Night Eternal,1psvDRjOvOPm4OthS5Fdwr,nwothm,7177,23,https://open.spotify.com/artist/1psvDRjOvOPm4OthS5Fdwr
The Rival Mob,0SjMRx65x4PRDYpNwyabka,"boston hardcore, boston punk, hardcore, straight edge",18287,22,https://open.spotify.com/artist/0SjMRx65x4PRDYpNwyabka
St. John Green,66Dx7ivzkFULFRIPPvnlxk,"classic psychedelic rock, freakbeat, psychedelic rock",13534,22,https://open.spotify.com/artist/66Dx7ivzkFULFRIPPvnlxk
Jeff Scott Soto,7afXgYjtXG2zD69Asm5q1Z,"glam metal, hard rock, melodic hard rock, neo classical metal",36394,26,https://open.spotify.com/artist/7afXgYjtXG2zD69Asm5q1Z
Acranius,3pQynkPJgCgmfoIQnGvZKG,"brutal death metal, deathcore, progressive deathcore, slam death metal",34965,32,https://open.spotify.com/artist/3pQynkPJgCgmfoIQnGvZKG
Gaither,1rKNroS04wbR4kgHIGBghY,southern gospel,9790,45,https://open.spotify.com/artist/1rKNroS04wbR4kgHIGBghY
Iveta Bartošová,2jrhHIIt3pMkts71ja2vp3,"classic czech pop, czech pop, slovak pop",38365,40,https://open.spotify.com/artist/2jrhHIIt3pMkts71ja2vp3
Mr. Review,5g8R72b6PxqDmFv8Hu0jK9,"euroska, ska, ska revival",10662,26,https://open.spotify.com/artist/5g8R72b6PxqDmFv8Hu0jK9
Grimner,3EzUgwy78fPj2HFx8hSvKR,"deep folk metal, folk metal, nordic folk metal, viking metal",16740,23,https://open.spotify.com/artist/3EzUgwy78fPj2HFx8hSvKR
Two Cow Garage,47oLtOqeDZeU4CU2Aq3M37,"alternative country, columbus ohio indie, southern americana",7504,13,https://open.spotify.com/artist/47oLtOqeDZeU4CU2Aq3M37
Klubfiller,21CTwCPVk35jNlil50YBJZ,"bouncy house, deep happy hardcore",6476,29,https://open.spotify.com/artist/21CTwCPVk35jNlil50YBJZ
The Eden House,44RZDLBmH5RPBIo4Tmfumv,"corrosion, dark wave, ethereal wave, gothic rock",10658,20,https://open.spotify.com/artist/44RZDLBmH5RPBIo4Tmfumv
Dick Hyman,5RRGjsMRTbm0kqvZcFplZT,"moog, space age pop, stride",8972,37,https://open.spotify.com/artist/5RRGjsMRTbm0kqvZcFplZT
Emma Drobna,08vJe8xHzqcXV9xRuvcxEh,"czech pop, slovak pop",20253,34,https://open.spotify.com/artist/08vJe8xHzqcXV9xRuvcxEh
Sworn Enemy,1I16IF1ltabPiw70Y6KG4F,"beatdown, hardcore, nyhc",47535,26,https://open.spotify.com/artist/1I16IF1ltabPiw70Y6KG4F
Trollfest,2GkRxQ8FEGrWxU8BjZKfmh,"comic metal, deep folk metal, folk metal, nordic folk metal, norwegian metal, viking metal",47782,30,https://open.spotify.com/artist/2GkRxQ8FEGrWxU8BjZKfmh
Zs,0qEuBxmSxYfz0dsDmk8gqk,"brutal prog, laboratorio",5068,11,https://open.spotify.com/artist/0qEuBxmSxYfz0dsDmk8gqk
Jantsen,6rhTnHtyVcRrtuzS1wnLZg,"brostep, dubstep, filthstep, glitch hop",41543,36,https://open.spotify.com/artist/6rhTnHtyVcRrtuzS1wnLZg
LES ANTICIPATEURS,74tb4BL2gQ28BJicVAWsdb,hip hop quebecois,25294,35,https://open.spotify.com/artist/74tb4BL2gQ28BJicVAWsdb
Kerozin,2UYtNwk8a1xOLHS04HRT5Z,"hungarian pop, hungarian rock, magyar mulatos",16027,33,https://open.spotify.com/artist/2UYtNwk8a1xOLHS04HRT5Z
Olatunji,04pf773tnBOux7gJaH108H,"african percussion, soca",18904,37,https://open.spotify.com/artist/04pf773tnBOux7gJaH108H
Skool Of Thought,765Uc7WYPBWIgGERo03GKR,"breakbeat, nu skool breaks",8380,32,https://open.spotify.com/artist/765Uc7WYPBWIgGERo03GKR
"Orchestra of the Royal Opera House, Covent Garden",2t5BHUdyeL3NBKqpOpaA4V,"opera, orchestra",21546,48,https://open.spotify.com/artist/2t5BHUdyeL3NBKqpOpaA4V
Wildness,5njIxjCNx6O8lfifoImEN7,"melodic hard rock, nightrun, swedish melodic rock",7142,20,https://open.spotify.com/artist/5njIxjCNx6O8lfifoImEN7
Cedell Davis,0Savi9s4Zz0g4hENYhUP0F,delta blues,5076,13,https://open.spotify.com/artist/0Savi9s4Zz0g4hENYhUP0F
Johnny Deluxe,5S2oc3f44h29wPBZzNycKF,"classic danish pop, danish pop, danish pop rock",14184,39,https://open.spotify.com/artist/5S2oc3f44h29wPBZzNycKF
Corey Stevens,152R7hvhvX14sPvupLzqH4,"modern blues, power blues-rock, texas blues",15149,23,https://open.spotify.com/artist/152R7hvhvX14sPvupLzqH4
Asad Khan,3XjXhRHZjamOXeraqTWff7,moombahton,30688,28,https://open.spotify.com/artist/3XjXhRHZjamOXeraqTWff7
Kontravoid,1cZNxWhPe9pKXdVZZdA9Bz,"dark post-punk, grave wave, minimal wave",30243,31,https://open.spotify.com/artist/1cZNxWhPe9pKXdVZZdA9Bz
Ticon,1UjhKEWO8s7Vvidh2LzwZ1,"progressive psytrance, psychedelic trance",32852,36,https://open.spotify.com/artist/1UjhKEWO8s7Vvidh2LzwZ1
Koan,0i3rXQVnr4SE5pl3qtBM2o,"ambient psychill, psychill",34022,35,https://open.spotify.com/artist/0i3rXQVnr4SE5pl3qtBM2o
Kyle Bobby Dunn,5103fOYzuAKogazW0lXwLl,"canadian contemporary classical, drift, drone, neoclassical darkwave, sound art, warm drone",8452,25,https://open.spotify.com/artist/5103fOYzuAKogazW0lXwLl
Betterov,2LTDsDjf02umXildBzlrKZ,"german indie, german indie pop, neue neue deutsche welle",38636,43,https://open.spotify.com/artist/2LTDsDjf02umXildBzlrKZ
Zimpraise,7L0HY0Ql3BIJ2X1aq4ZAR7,zim gospel,37395,32,https://open.spotify.com/artist/7L0HY0Ql3BIJ2X1aq4ZAR7
Chris Cresswell,1P8j4elxsyd9hIky8RRy6b,"acoustic punk, acoustic rock, orgcore",8794,29,https://open.spotify.com/artist/1P8j4elxsyd9hIky8RRy6b
Benny Neyman,31QaP8ttyZpVIXabCmWKc2,"classic belgian pop, levenslied, nederpop",48875,41,https://open.spotify.com/artist/31QaP8ttyZpVIXabCmWKc2
God Mother,4m4mM8KMQd8gtIFC4SOGHL,"chaotic hardcore, mathcore, swedish hardcore",13418,26,https://open.spotify.com/artist/4m4mM8KMQd8gtIFC4SOGHL
Pogo Car Crash Control,5wPxorJlp9dg5u4l3L3ITD,"french garage rock, french punk, neo metal, rock alternatif francais",13099,27,https://open.spotify.com/artist/5wPxorJlp9dg5u4l3L3ITD
Warren Smith,3EPmCVUm7QNc1fSrLsXGq5,"rock-and-roll, rockabilly, traditional rockabilly",14713,34,https://open.spotify.com/artist/3EPmCVUm7QNc1fSrLsXGq5
In Solitude,5CNR5mJJPAhMamFWQ9xJxD,"nwothm, swedish heavy metal, swedish metal",18168,17,https://open.spotify.com/artist/5CNR5mJJPAhMamFWQ9xJxD
Michael Stipe,2G1Lyk7bWbBBrtwyl3obNB,athens indie,24229,25,https://open.spotify.com/artist/2G1Lyk7bWbBBrtwyl3obNB
Tirso Duarte,0QrLYrFFDOhi09EKV8nkdu,"salsa urbana, timba",32311,33,https://open.spotify.com/artist/0QrLYrFFDOhi09EKV8nkdu
Jay Morris Group,1FDY3D7OzkTliTc3kwYy3T,southern soul blues,30944,37,https://open.spotify.com/artist/1FDY3D7OzkTliTc3kwYy3T
Fury Of Five,6qPIILAVZ0SSZvEJ7HeGVF,"beatdown, hardcore, new jersey hardcore, new jersey punk",7332,15,https://open.spotify.com/artist/6qPIILAVZ0SSZvEJ7HeGVF
William Prince,5GJWwpX2tnOruZviItXvM6,"canadian indigenous music, canadian singer-songwriter, manitoba country, manitoba indie",48845,42,https://open.spotify.com/artist/5GJWwpX2tnOruZviItXvM6
Myon,0nTbVTXLLbBA4xCtn0cFkv,"progressive house, progressive trance",22328,42,https://open.spotify.com/artist/0nTbVTXLLbBA4xCtn0cFkv
Hikarisyuyo,10CcaFt45OqB7FyU0VrUCT,"doujin, vocaloid",12975,18,https://open.spotify.com/artist/10CcaFt45OqB7FyU0VrUCT
Jana Hunter,3iCtPx8eaTKvuu0SujhEg1,"freak folk, new weird america",6675,15,https://open.spotify.com/artist/3iCtPx8eaTKvuu0SujhEg1
Vlăduța Lupău,6fexGL2vK5d8CJJ8YkM3Lt,"manele, muzica etno",35540,40,https://open.spotify.com/artist/6fexGL2vK5d8CJJ8YkM3Lt
Emmylou Homs,23F7OWAypXryFVHyN0DJys,french movie tunes,7127,43,https://open.spotify.com/artist/23F7OWAypXryFVHyN0DJys
Youth Fountain,5e9SnnT1mabuWwjwu6FrZD,"anthem emo, canadian pop punk, easycore, kelowna bc indie, pop punk, vancouver punk",38075,38,https://open.spotify.com/artist/5e9SnnT1mabuWwjwu6FrZD
William Clarke,2eECVTTCHnDwsBirJPiDke,"chicago blues, harmonica blues",11951,29,https://open.spotify.com/artist/2eECVTTCHnDwsBirJPiDke
Miguel Campbell,4uZJDUKi3NXQsuMKP3rOeC,deep disco house,38543,41,https://open.spotify.com/artist/4uZJDUKi3NXQsuMKP3rOeC
Charlie Hope,6sI7SYupv4f5Jh6RD2nJlw,"canadian children's music, children's folk, kindie rock",10557,51,https://open.spotify.com/artist/6sI7SYupv4f5Jh6RD2nJlw
Jay Faded,1Uh0ICHXIezbKnGUoEVzyZ,"bass house, bassline, old school bassline",9375,33,https://open.spotify.com/artist/1Uh0ICHXIezbKnGUoEVzyZ
Tom Astor,0DyyKLZJd9gnBKTeEibH4k,"classic schlager, german country",23782,40,https://open.spotify.com/artist/0DyyKLZJd9gnBKTeEibH4k
The Greenhornes,7sPZakwiHQUWkG1teFE8zv,"garage rock, garage rock revival, modern blues rock, punk blues",35829,37,https://open.spotify.com/artist/7sPZakwiHQUWkG1teFE8zv
Maurice Duruflé,7Fph7U6qidZ2E97xKKsD4m,classical organ,6723,30,https://open.spotify.com/artist/7Fph7U6qidZ2E97xKKsD4m
Fletcher Henderson & His Orchestra,3ZeU30PhqVBalNYg2SFNZN,"big band, dixieland, hot jazz, man's orchestra, swing, vintage jazz",8896,20,https://open.spotify.com/artist/3ZeU30PhqVBalNYg2SFNZN
Helen Kane,11HIrkQxJHCtzygITX4xwM,"vaudeville, vintage jazz",11877,24,https://open.spotify.com/artist/11HIrkQxJHCtzygITX4xwM
Bill Monroe & His Blue Grass Boys,64vAECmFoB6mi7n1zTRwR8,"bluegrass, bluegrass gospel, traditional country, yodeling",32429,33,https://open.spotify.com/artist/64vAECmFoB6mi7n1zTRwR8
Ahwlee,5vNXUBHObHA5ToiPJjtmxh,abstract beats,15485,35,https://open.spotify.com/artist/5vNXUBHObHA5ToiPJjtmxh
George Jackson,5PmB2ZWfKuqLb60qZdi4ys,"deep southern soul, memphis soul, southern soul",11461,30,https://open.spotify.com/artist/5PmB2ZWfKuqLb60qZdi4ys
Gypsy Flamenco Masters,3fvnWc7bLQVnkrtFI298rl,relaxative,30736,34,https://open.spotify.com/artist/3fvnWc7bLQVnkrtFI298rl
Carmichael Musiclover,3fEnLSlxAsgL2LpLlv0XJQ,neo soul-jazz,5815,27,https://open.spotify.com/artist/3fEnLSlxAsgL2LpLlv0XJQ
Bluekilla,29XRajgDeqJjse5M0qLARd,"euroska, german ska, ska, ska revival",5994,17,https://open.spotify.com/artist/29XRajgDeqJjse5M0qLARd
Melvin Taylor,2JBKZGnF8j5nadn67i5B10,"blues-rock guitar, electric blues",18265,35,https://open.spotify.com/artist/2JBKZGnF8j5nadn67i5B10
Antonis Kalogiannis,4X0fWboYlBGU75OxT9eNjG,"laiko, rebetiko",11010,27,https://open.spotify.com/artist/4X0fWboYlBGU75OxT9eNjG
Fievre Looka,0CDFocAKVNgMrgKnQXW7Fd,orquesta tropical,46146,43,https://open.spotify.com/artist/0CDFocAKVNgMrgKnQXW7Fd
The Lotus Eaters,56RZYoZM05z29KIlNlAAQX,"deep new wave, sophisti-pop",23411,28,https://open.spotify.com/artist/56RZYoZM05z29KIlNlAAQX
Faders,1to02GbmzsvkwAWDtKNtwn,"full on, progressive psytrance, psychedelic trance",11613,33,https://open.spotify.com/artist/1to02GbmzsvkwAWDtKNtwn
Natalie Walker,31Az4QOGpXowht4dz0ks7a,deep acoustic pop,9755,17,https://open.spotify.com/artist/31Az4QOGpXowht4dz0ks7a
Aparde,2EX6hgMIUZhPty734qcBaS,"deep euro house, minimal melodic techno",15746,32,https://open.spotify.com/artist/2EX6hgMIUZhPty734qcBaS
Hoagy Carmichael,7j8I1aIBA9Z9bMy7mTwWKk,"tin pan alley, vintage jazz",34334,34,https://open.spotify.com/artist/7j8I1aIBA9Z9bMy7mTwWKk
Jimmy Clanton,2XZXvrqedRMiKv6UWjAT4B,"deep adult standards, doo-wop, rhythm and blues, rock-and-roll, swamp pop",22844,43,https://open.spotify.com/artist/2XZXvrqedRMiKv6UWjAT4B
Here I Come Falling,7ojrdUUtwboFKmNdpwrbl4,"christian metalcore, screamocore",7660,8,https://open.spotify.com/artist/7ojrdUUtwboFKmNdpwrbl4
David Penn,5kA0fIY29Fnfu4U2I2xvki,"deep house, disco house, funky house, funky tech house, house, tribal house, vocal house",47373,50,https://open.spotify.com/artist/5kA0fIY29Fnfu4U2I2xvki
Bull Moose Jackson,7LvQ7F9il2LSzH7iwR4N2p,"jump blues, rhythm and blues",5097,16,https://open.spotify.com/artist/7LvQ7F9il2LSzH7iwR4N2p
Suvereno,15vxekkvcsxc5falBrpkKx,"czech pop, czsk hip hop, slovak hip hop",21778,37,https://open.spotify.com/artist/15vxekkvcsxc5falBrpkKx
Richard Burton,3axaLrA0gIANDLYAv9pC9P,"drama, poetry",5794,38,https://open.spotify.com/artist/3axaLrA0gIANDLYAv9pC9P
Pedro Laurenz,5UGl3tpHti3d06IXlMoZx2,"bandoneon, orquesta tipica, tango, vintage tango",6065,27,https://open.spotify.com/artist/5UGl3tpHti3d06IXlMoZx2
Fossil Collective,0PhKXBGcwWwVcXCETFd92y,"melancholia, stomp and flutter",17013,18,https://open.spotify.com/artist/0PhKXBGcwWwVcXCETFd92y
BadBoe,5zNeN4dvLYD0QWZ6il5VLp,"bboy, funky breaks",5429,18,https://open.spotify.com/artist/5zNeN4dvLYD0QWZ6il5VLp
Original Dixieland Jazz Band,112yP6AwAT6QG34fiGGpmh,"dixieland, new orleans jazz",18436,22,https://open.spotify.com/artist/112yP6AwAT6QG34fiGGpmh
Tich,4pz568h8mTn8ubJT9hv6zm,neo-singer-songwriter,5615,3,https://open.spotify.com/artist/4pz568h8mTn8ubJT9hv6zm
HooplaKidz,5BWj961pzE3b497GlrqtnR,"children's music, nursery, preschool children's music",12991,37,https://open.spotify.com/artist/5BWj961pzE3b497GlrqtnR
Nostalgia 77,3U5oimD8ITVHMJQoxypQPN,"bboy, nu jazz, trip hop",43255,39,https://open.spotify.com/artist/3U5oimD8ITVHMJQoxypQPN
Fara Zahar,73sGfnuU0aoVWa1oXgBxcu,romanian rock,19174,31,https://open.spotify.com/artist/73sGfnuU0aoVWa1oXgBxcu
Hamlet Gonashvili,7EamYGgXLPBoi4CQgHJPH2,"caucasian folk, georgian folk, georgian pop",6752,16,https://open.spotify.com/artist/7EamYGgXLPBoi4CQgHJPH2
RTB MB,6MchyBkv0DmhCIP7kBLx5o,detroit hip hop,43996,46,https://open.spotify.com/artist/6MchyBkv0DmhCIP7kBLx5o
Marilyn Odessa,26YaHstf1U8Wat4ZE3Nv5w,regional mexicano femenil,7232,25,https://open.spotify.com/artist/26YaHstf1U8Wat4ZE3Nv5w
Razika,66PoNlsQYggJcJrCQAIvtU,"bergen indie, norwegian indie, norwegian punk rock",23462,32,https://open.spotify.com/artist/66PoNlsQYggJcJrCQAIvtU
Malte Ebert,3UaEtP4pJGDhyEzy47AMzl,"danish pop, scandipop",39115,53,https://open.spotify.com/artist/3UaEtP4pJGDhyEzy47AMzl
Rak Roots,4Yd0DpfuInFrvQ0xnfl5GI,"malagasy folk, malagasy pop",5904,22,https://open.spotify.com/artist/4Yd0DpfuInFrvQ0xnfl5GI
Ingemars,4UfyXFE2NHOawKTKOFQ62J,danseband,11165,35,https://open.spotify.com/artist/4UfyXFE2NHOawKTKOFQ62J
Bro Okwey,5QuzmEkfgNy3nSgFf5zfaj,highlife,7550,18,https://open.spotify.com/artist/5QuzmEkfgNy3nSgFf5zfaj
Monday Michiru,3SJDP0knZ63lXvwt01g2Mt,japanese jazztronica,16951,20,https://open.spotify.com/artist/3SJDP0knZ63lXvwt01g2Mt
H-Burns,5Jd4dFTFgTta5lqPvamjZn,"french indie folk, french indie pop",8351,33,https://open.spotify.com/artist/5Jd4dFTFgTta5lqPvamjZn
Enrico Pieranunzi,5vACdMa2kY7jHnlJwqYRKP,"italian contemporary jazz, italian jazz",25080,36,https://open.spotify.com/artist/5vACdMa2kY7jHnlJwqYRKP
The Navigators,07wUU0dNrVyNhI9hGbiG6L,nl folk,5023,32,https://open.spotify.com/artist/07wUU0dNrVyNhI9hGbiG6L
Boss Axis,0LbAebKs7ZKbgtOnIizXLk,"deep euro house, deep minimal techno, minimal melodic techno",5493,24,https://open.spotify.com/artist/0LbAebKs7ZKbgtOnIizXLk
Münir Nurettin Selçuk,34SwvNRArpQFhBMIMWiugN,turkish classical,42871,17,https://open.spotify.com/artist/34SwvNRArpQFhBMIMWiugN
Captain Planet,1WfWKF1hFimJLzz6ix6aRi,deep german punk,19160,41,https://open.spotify.com/artist/1WfWKF1hFimJLzz6ix6aRi
Nickodemus,4VNKVCluxMcjqwYJm3yuQ3,"electro jazz, funky breaks, nu jazz",48482,47,https://open.spotify.com/artist/4VNKVCluxMcjqwYJm3yuQ3
ROUND TABLE featuring Nino,3KkRgA5LEmBTfjkODZvLzG,shibuya-kei,17537,36,https://open.spotify.com/artist/3KkRgA5LEmBTfjkODZvLzG
Fx-M Black Beats,0m2LdWJiefuo3J12oj2kmZ,"bases de freestyle, jazz boom bap",12137,23,https://open.spotify.com/artist/0m2LdWJiefuo3J12oj2kmZ
Belzebong,3MffQ9fJsgtOEqW8GvzJW8,"doom metal, drone metal, psychedelic doom, sludge metal, stoner metal, stoner rock",43194,26,https://open.spotify.com/artist/3MffQ9fJsgtOEqW8GvzJW8
House Of Lords,0iu8uY2sqeWpiwxcdwOonn,"glam metal, hard rock, melodic hard rock, sleaze rock",49238,25,https://open.spotify.com/artist/0iu8uY2sqeWpiwxcdwOonn
Noro Morales,2bfKvPIAQ9IEQQIKw6NPVn,"latin jazz, mambo",11747,31,https://open.spotify.com/artist/2bfKvPIAQ9IEQQIKw6NPVn
Main Phase,0cVit0XTp4KB738vqWkUZ3,"modern jungle, ukg revival",11192,36,https://open.spotify.com/artist/0cVit0XTp4KB738vqWkUZ3
Louis La Roche,0a03X57i18eG1yBzpmhZAs,"filter house, nu disco",31573,41,https://open.spotify.com/artist/0a03X57i18eG1yBzpmhZAs
Kashief Lindo,5OUbkehpd3H7pV8DKcQlNt,"deep ragga, lovers rock, old school dancehall",16641,29,https://open.spotify.com/artist/5OUbkehpd3H7pV8DKcQlNt
Omar Pene,4nnxyRURTnR5bO1rUWMe4N,mbalax,46933,35,https://open.spotify.com/artist/4nnxyRURTnR5bO1rUWMe4N
Remix Workout Factory,46jqJjevUP2Jdo7DmeOF7I,workout product,5236,26,https://open.spotify.com/artist/46jqJjevUP2Jdo7DmeOF7I
FEEST DJ MAARTEN,2ZgFza475Nk9BuZErAiBKn,"carnaval, levenslied, nederlandse hardstyle",10253,38,https://open.spotify.com/artist/2ZgFza475Nk9BuZErAiBKn
The Mad Lads,4x2osw7xi8s1Jy04R6rTrn,"classic soul, memphis soul, rhythm and blues, southern soul",23122,28,https://open.spotify.com/artist/4x2osw7xi8s1Jy04R6rTrn
Tuğçe Şenoğul,0BSQ8y2wIx6pK8bjisf30l,turkish alternative,35896,39,https://open.spotify.com/artist/0BSQ8y2wIx6pK8bjisf30l
Bergüzar Korel,0tmCtkKN8duHxJrUTgOxiL,turkish modern jazz,14743,36,https://open.spotify.com/artist/0tmCtkKN8duHxJrUTgOxiL
The Human Project,0sdi2E7elI1ZnLYowET3uX,"fast melodic punk, uk diy punk",5262,12,https://open.spotify.com/artist/0sdi2E7elI1ZnLYowET3uX
Dopplereffekt,2w3mvReNNIQ7S44MAr89zu,"detroit techno, electro, intelligent dance music, techno",35139,25,https://open.spotify.com/artist/2w3mvReNNIQ7S44MAr89zu
Die Originale,0PCtW4w0RN89andUBQ3TVv,hoerspiel,29366,55,https://open.spotify.com/artist/0PCtW4w0RN89andUBQ3TVv
Wes King,0mv7taBJWmKVK7KVZs2Yep,deep christian rock,8681,21,https://open.spotify.com/artist/0mv7taBJWmKVK7KVZs2Yep
Arnej,2h6LBe1v9fSvc62fYum0CA,"deep uplifting trance, progressive house, trance, uplifting trance",13472,33,https://open.spotify.com/artist/2h6LBe1v9fSvc62fYum0CA
Fever Tree,4kC1wUAU4QHotWGD2MwAHc,"classic garage rock, classic psychedelic rock, freakbeat, psychedelic rock",12939,20,https://open.spotify.com/artist/4kC1wUAU4QHotWGD2MwAHc
Bouke,47jGPDwl3tZIKpBbn4eWtu,levenslied,25895,38,https://open.spotify.com/artist/47jGPDwl3tZIKpBbn4eWtu
Joseph Habedank,1E5fXe9FugDtjPJXLjc3be,southern gospel,11531,32,https://open.spotify.com/artist/1E5fXe9FugDtjPJXLjc3be
Ophelia's Dream,12LzVpxCvC54BwmNcwPQWE,"ethereal wave, medieval folk, neoclassical darkwave, rune folk",16354,29,https://open.spotify.com/artist/12LzVpxCvC54BwmNcwPQWE
Visceral Disgorge,7vWBtzzt2W1c41nztJMjVk,"brutal death metal, deathgrind, slam death metal",39375,24,https://open.spotify.com/artist/7vWBtzzt2W1c41nztJMjVk
Mestre Pernalonga,5h6l7v8Ecxw1BKVBLrjFfE,capoeira,6023,28,https://open.spotify.com/artist/5h6l7v8Ecxw1BKVBLrjFfE
Michale Graves,3ijUAWAdZpGsFRubftd4LD,"horror punk, new jersey punk",38096,28,https://open.spotify.com/artist/3ijUAWAdZpGsFRubftd4LD
Larry Norman,0klkYTAeGHgItyB4R9YYjU,"deep christian rock, jesus movement",26552,30,https://open.spotify.com/artist/0klkYTAeGHgItyB4R9YYjU
Akli D,4EOTURWj9mOPtfyjvSIvTG,"kabyle, reggae maghreb",14538,11,https://open.spotify.com/artist/4EOTURWj9mOPtfyjvSIvTG
Adrian Hour,6eBe6zD6bYfdYUjwB1YStj,"deep minimal techno, deep tech house, funky tech house",10246,30,https://open.spotify.com/artist/6eBe6zD6bYfdYUjwB1YStj
Joe Hendry,0FJ0Zm6JprViuazYPk4keW,wrestling,5463,38,https://open.spotify.com/artist/0FJ0Zm6JprViuazYPk4keW
張楚,6VdiEnWm4hQnqaizStaehR,"chinese indie rock, northwest china indie",23480,15,https://open.spotify.com/artist/6VdiEnWm4hQnqaizStaehR
Coffinworm,0ihCOcKToi4pSSVUCrlZ38,"black sludge, drone metal, post-doom metal, sludge metal, usbm",10695,9,https://open.spotify.com/artist/0ihCOcKToi4pSSVUCrlZ38
16 bits,4PefhG70jWB8GdR6eD9mG3,"emo peruano, indie rock peruano, indie trujillano",6962,21,https://open.spotify.com/artist/4PefhG70jWB8GdR6eD9mG3
Lasai,4jm1fGGclMs7yvK3BgFDsN,"rap canario, spanish reggae",6525,28,https://open.spotify.com/artist/4jm1fGGclMs7yvK3BgFDsN
Lonnie Brooks,56tyBq8Ta1BdSTBs0gGhog,"chicago blues, louisiana blues",18841,29,https://open.spotify.com/artist/56tyBq8Ta1BdSTBs0gGhog
Sub6,3PyeaFP8GmUvdhRabBrBU4,"full on, progressive psytrance, psychedelic trance",14961,25,https://open.spotify.com/artist/3PyeaFP8GmUvdhRabBrBU4
